API,Formula_API,MW_API,LogP_API,AlogP_API,HBA_API,HBD_API,TPSA_API,AMR_API,nRB_API,nAtom_API,nAcidicGroup_API,RC_API,nRigidB_API,nAromaticRings_API,nHB_API,E_API,Eaq_API,relE_API,relEaq_API,EHOMO_API,ELUMO_API,Dipole_API,SolvationE_API,Solubility_API,Acidicpka1_API,Acidicpka2_API,Acidicpka3_API,Acidicpka4_API,Basicpka1_API,Basicpka2_API,Basicpka3_API,Basicpka4_API,MeltingP_API,MW_Co,LogP_Co,AlogP_Co,HBA_Co,HBD_Co,TPSA_Co,AMR_Co,nRB_Co,nAtom_Co,nAcidicGroup_Co,RC_Co,nRigidB_Co,nAromaticRing_Co,nHB_Co,E_Co,Eaq_Co,relE_Co,relEaq_Co,EHOMO_Co,ELUMO_Co,Dipole_Co,SolvationE_Co,Solubility_Co,Acidicpka1_Co,Acidicpka2_Co,Acidicpka3_Co,Acidicpka4_Co,Basicpka1_Co,Basicpka2_Co,Basicpka3_Co,Basicpka4_Co,MeltingP_Co,Formation_Binary,Coformer,Formula_Co,Formation
Etoricoxib,C₁₈H₁₅ClN₂O₂S,358.849,0.882,0.53,4,0,67.24,105.06,3,39,0,3,23,3,4,-4758953.17,-4759019.45,0,0,-631.96,-169.36,4.14,-66.28,0.0141,0,0,0,0,4.96,1.59,0,0,0,174.196,1.144,-1.562,4,2,74.6,35.18,7,26,2,0,4,0,6,-1611585.68,-1611631.84,0,0,-642.63,-30.07,2.85,-46.16,2141.5936,4.15,4.9,0,0,0,0,0,0,144,1,suberic acid,C₈H₁₄O₄,CC
Etoricoxib,C₁₈H₁₅ClN₂O₂S,358.849,0.882,0.53,4,0,67.24,105.06,3,39,0,3,23,3,4,-4758953.17,-4759019.45,0,0,-631.96,-169.36,4.14,-66.28,0.0141,0,0,0,0,4.96,1.59,0,0,0,174.196,1.144,-1.562,4,2,74.6,35.18,7,26,2,0,4,0,6,-1611585.68,-1611631.84,0,0,-642.63,-30.07,2.85,-46.16,2141.5936,4.15,4.9,0,0,0,0,0,0,144,0,suberic acid,C₈H₁₄O₄,H
Etoricoxib,C₁₈H₁₅ClN₂O₂S,358.849,0.882,0.53,4,0,67.24,105.06,3,39,0,3,23,3,4,-4758953.17,-4759019.45,0,0,-631.96,-169.36,4.14,-66.28,0.0141,0,0,0,0,4.96,1.59,0,0,0,132.115,-0.352,-0.698,4,2,74.6,26.45,4,17,2,0,4,0,6,-1302207.44,-1302243.65,0,0,-696.86,0.64,0.22,-36.22,37852.4867,3.76,4.56,0,0,0,0,0,0,97.8,1,glutaric acid,C₅H₈O₄,CC
Ezetimibe,C₂₄H₂₁F₂NO₃,409.432,1.309,1.256,4,2,60.77,119.4,6,51,0,4,27,3,6,-3692369.82,-3692412.17,0,0,-552.48,-60.82,4.93,-42.344,0.0015,9.48,14.44,0,0,0,0,0,0,163,115.132,-0.185,-1.382,3,2,49.33,24.38,1,17,1,1,7,0,5,-1052531.13,-1052565.39,0,0,-552.61,7.69,1.68,-34.26,181.1516,1.94,0,0,0,11.33,0,0,0,221,0,l-proline,C₅H₉NO₂,S
Ezetimibe,C₂₄H₂₁F₂NO₃,409.432,1.309,1.256,4,2,60.77,119.4,6,51,0,4,27,3,6,-3692369.82,-3692412.17,0,0,-552.48,-60.82,4.93,-42.344,0.0015,9.48,14.44,0,0,0,0,0,0,163,68.079,-0.038,-1.675,2,1,24.39,18.88,0,9,0,1,5,1,3,-593509.63,-593568.97,0,0,-577.79,79.44,3.73,-59.34,104.608,13.4,0,0,0,6.97,0,0,0,90.5,1,Imidazole,C₃H₄N₂,CC
Ezetimibe,C₂₄H₂₁F₂NO₃,409.432,1.309,1.256,4,2,60.77,119.4,6,51,0,4,27,3,6,-3692369.82,-3692412.17,0,0,-552.48,-60.82,4.93,-42.344,0.0015,9.48,14.44,0,0,0,0,0,0,163,45.041,-1.044,-0.704,2,1,43.09,8.79,0,6,0,0,2,0,3,-445776.55,-445811.15,0,0,-646.82,68.37,3.84,-34.6,320.7103,0,0,0,0,-0.71,0,0,0,2.55,0,formamide,CH₃NO,So
Fenofibrate,C₂₀H₂₁ClO₄,360.837,3.039,2.475,4,0,52.6,105.74,7,46,0,2,19,2,4,-4030516.25,-4030537.77,0,0,-614.82,-180.34,3.73,-21.519,0.0005,0,0,0,0,0,0,0,0,80.5,104.173,-0.837,-1.574,1,1,20.23,29.08,2,21,0,0,4,0,2,-862274.7,-862502.42,0,0,-1055.68,-350.66,3.81,-227.719,0,13.97,0,0,0,0,0,0,0,245.5,0,choline,C₅H₁₄NO,S
Fluconazole,C₁₃H₁₂F₂N₆O,306.276,-0.958,-2.146,7,1,76.15,79.09,5,34,0,3,19,3,8,-2901973.81,-2902051.46,0,0,-650.49,-69.42,3.19,-77.65,0.5122,12.68,0,0,0,2.3,1.7,0,0,139,170.595,0.767,1.528,2,1,37.3,46.06,2,18,1,1,9,1,3,-2413998.34,-2414023.72,0,0,-682.73,-167.4,2.16,-25.378,170.59,4.07,0,0,0,0,0,0,0,0,1,4-(chloromethyl)benzoic acid,C₈H₇ClO₂,CC
Fluconazole,C₁₃H₁₂F₂N₆O,306.276,-0.958,-2.146,7,1,76.15,79.09,5,34,0,3,19,3,8,-2901973.81,-2902051.46,0,0,-650.49,-69.42,3.19,-77.65,0.5122,12.68,0,0,0,2.3,1.7,0,0,139,138.122,0.908,0.405,3,2,57.53,38.56,1,16,1,1,9,1,5,-1301570.04,-1301615.7,0,0,-589.03,-148.94,2.09,-45.66,1173.3617,2.79,13.23,0,0,0,0,0,0,158,1,2-hydroxybenzoic acid/ Salicyclic acid,C₇H₆O₃,CC
Fluconazole,C₁₃H₁₂F₂N₆O,306.276,-0.958,-2.146,7,1,76.15,79.09,5,34,0,3,19,3,8,-2901973.81,-2902051.46,0,0,-650.49,-69.42,3.19,-77.65,0.5122,12.68,0,0,0,2.3,1.7,0,0,139,104.061,-0.299,-0.445,4,2,74.6,18.99,2,11,2,0,4,0,6,-1095935,-1095977.94,0,0,-725.66,-21.01,2.25,-42.93,38974.8936,2.43,5.92,0,0,0,0,0,0,135,1,malonic acid,C₃H₄O₄,CC
Fluconazole,C₁₃H₁₂F₂N₆O,306.276,-0.958,-2.146,7,1,76.15,79.09,5,34,0,3,19,3,8,-2901973.81,-2902051.46,0,0,-650.49,-69.42,3.19,-77.65,0.5122,12.68,0,0,0,2.3,1.7,0,0,139,116.072,-0.416,-0.225,4,2,74.6,24.61,2,12,2,0,5,0,6,-1195834.61,-1195878.57,0,0,-709.27,-183.76,2.16,-43.96,6642.8356,2.85,5.72,0,0,0,0,0,0,130.5,0,maleic acid,C₄H₄O₄,S
Fluconazole,C₁₃H₁₂F₂N₆O,306.276,-0.958,-2.146,7,1,76.15,79.09,5,34,0,3,19,3,8,-2901973.81,-2902051.46,0,0,-650.49,-69.42,3.19,-77.65,0.5122,12.68,0,0,0,2.3,1.7,0,0,139,116.072,-0.416,-0.225,4,2,74.6,24.61,2,12,2,0,5,0,6,-1195834.61,-1195878.57,0,0,-709.27,-183.76,2.16,-43.96,6642.8356,3.35,4.22,0,0,0,0,0,0,287,1,fumaric acid,C₄H₄O₄,CC
Fluconazole,C₁₃H₁₂F₂N₆O,306.276,-0.958,-2.146,7,1,76.15,79.09,5,34,0,3,19,3,8,-2901973.81,-2902051.46,0,0,-650.49,-69.42,3.19,-77.65,0.5122,12.68,0,0,0,2.3,1.7,0,0,139,132.115,-0.352,-0.698,4,2,74.6,26.45,4,17,2,0,4,0,6,-1302207.44,-1302243.65,0,0,-696.86,0.64,0.22,-36.22,37852.4867,3.76,4.56,0,0,0,0,0,0,97.8,1,glutaric acid,C₅H₈O₄,CC
Fluconazole,C₁₃H₁₂F₂N₆O,306.276,-0.958,-2.146,7,1,76.15,79.09,5,34,0,3,19,3,8,-2901973.81,-2902051.46,0,0,-650.49,-69.42,3.19,-77.65,0.5122,12.68,0,0,0,2.3,1.7,0,0,139,146.142,0.006,-0.986,4,2,74.6,29.36,5,20,2,0,4,0,6,-1405330.41,-1405366.75,0,0,-701.14,13.16,0,-36.34,20673.6768,3.92,4.7,0,0,0,0,0,0,153.2,1,adipic acid,C₆H₁₀O₄,CC
Fluconazole,C₁₃H₁₂F₂N₆O,306.276,-0.958,-2.146,7,1,76.15,79.09,5,34,0,3,19,3,8,-2901973.81,-2902051.46,0,0,-650.49,-69.42,3.19,-77.65,0.5122,12.68,0,0,0,2.3,1.7,0,0,139,167.12,-0.569,-0.203,5,2,86.96,40.93,2,17,2,1,10,1,7,-1641076.76,-1641123.3,0,0,-693.98,-203.22,1.01,-46.54,2130.5539,3.29,4.01,0,0,0,0,0,0,252,1,"pyridine-2,6-dicarboxylic acid",C₇H₅NO₄,CC
Fluconazole,C₁₃H₁₂F₂N₆O,306.276,-0.958,-2.146,7,1,76.15,79.09,5,34,0,3,19,3,8,-2901973.81,-2902051.46,0,0,-650.49,-69.42,3.19,-77.65,0.5122,12.68,0,0,0,2.3,1.7,0,0,139,116.072,-0.416,-0.225,4,2,74.6,24.61,2,12,2,0,5,0,6,-1195834.61,-1195878.57,0,0,-709.27,-183.76,2.16,-43.96,6642.8356,3.35,4.22,0,0,0,0,0,0,287,0,fumaric acid,C₄H₄O₄,H
Fluconazole,C₁₃H₁₂F₂N₆O,306.276,-0.958,-2.146,7,1,76.15,79.09,5,34,0,3,19,3,8,-2901973.81,-2902051.46,0,0,-650.49,-69.42,3.19,-77.65,0.5122,12.68,0,0,0,2.3,1.7,0,0,139,134.087,-1.474,-1.062,5,3,94.83,24.88,3,15,2,0,5,0,8,-1396471.34,-1396520.39,0,0,-667.14,-72.37,3.85,-49.05,38685.1755,3.2,5.13,14.3,0,0,0,0,0,131,1,malic acid,C₄H₆O₅,CC
Flurbiprofen,C₁₅H₁₃FO₂,244.265,2.364,2.185,2,1,37.3,74.95,3,31,1,2,16,2,3,-2176984.11,-2177008.71,0,0,-583.5,-79.43,2.29,-24.592,5.3805,4.42,0,0,0,0,0,0,0,110.5,156.188,-0.328,-0.954,2,0,24.72,52.33,1,20,0,2,12,2,2,-1299633.92,-1299672.76,0,0,-660.74,-152.98,0,-38.835,5.5565,0,0,0,0,5.25,4.44,0,0,111,1,"4,4'-bipyridine ",C₁₀H₈N₂,CC
Flurbiprofen,C₁₅H₁₃FO₂,244.265,2.364,2.185,2,1,37.3,74.95,3,31,1,2,16,2,3,-2176984.11,-2177008.71,0,0,-583.5,-79.43,2.29,-24.592,5.3805,4.42,0,0,0,0,0,0,0,110.5,182.226,0.366,-0.486,2,0,24.72,62.65,2,24,0,2,13,2,2,-1502681.13,-1502724.36,0,0,-631.79,-183.89,0,-43.224,1.9436,0,0,0,0,5.59,4.99,0,0,151,1,"1,2-bis(4-pyridyl)ethylene",C₁₂H₁₀N₂,CC
Flurbiprofen,C₁₅H₁₃FO₂,244.265,2.364,2.185,2,1,37.3,74.95,3,31,1,2,16,2,3,-2176984.11,-2177008.71,0,0,-583.5,-79.43,2.29,-24.592,5.3805,4.42,0,0,0,0,0,0,0,110.5,135.21,1.399,0.603,1,1,26.02,47.21,2,23,0,1,8,1,2,-1063846.16,-1063864.91,0,0,-573.03,-1.52,1.35,-18.756,417.0976,0,0,0,0,9.81,0,0,0,116,0,(R)-2-phenylpropylamine,C₉H₁₃N,S
Flurbiprofen,C₁₅H₁₃FO₂,244.265,2.364,2.185,2,1,37.3,74.95,3,31,1,2,16,2,3,-2176984.11,-2177008.71,0,0,-583.5,-79.43,2.29,-24.592,5.3805,4.42,0,0,0,0,0,0,0,110.5,324.424,1.016,-0.769,4,1,45.06,96.08,4,48,0,4,23,2,5,-2719220.72,-2719253.8,0,0,-523.32,-154.55,2.56,-33.074,57.2359,13.89,0,0,0,9.05,4.02,0,0,174,0,(9S)-6'-methoxycinchonan-9-ol,C₂₀H₂₄N₂O₂,S
Flurbiprofen,C₁₅H₁₃FO₂,244.265,2.364,2.185,2,1,37.3,74.95,3,31,1,2,16,2,3,-2176984.11,-2177008.71,0,0,-583.5,-79.43,2.29,-24.592,5.3805,4.42,0,0,0,0,0,0,0,110.5,137.138,0.609,0.01,3,2,63.32,38.78,1,17,0,1,9,1,5,-1249330.62,-1249387.22,0,0,-581.22,-67.42,3.76,-56.602,9.9088,8.21,15.45,0,0,-0.97,0,0,0,142,1,salicylamide,C₇H₇NO₂,CC
Flurbiprofen,C₁₅H₁₃FO₂,244.265,2.364,2.185,2,1,37.3,74.95,3,31,1,2,16,2,3,-2176984.11,-2177008.71,0,0,-583.5,-79.43,2.29,-24.592,5.3805,4.42,0,0,0,0,0,0,0,110.5,121.139,0.254,0.573,2,1,43.09,37.18,1,16,0,1,8,1,3,-1051948.46,-1051980.88,0,0,-622.63,-101.65,3.58,-32.42,3.424,14.56,0,0,0,-0.36,0,0,0,130,1,benzamide,C₇H₇NO,CC
Flurbiprofen,C₁₅H₁₃FO₂,244.265,2.364,2.185,2,1,37.3,74.95,3,31,1,2,16,2,3,-2176984.11,-2177008.71,0,0,-583.5,-79.43,2.29,-24.592,5.3805,4.42,0,0,0,0,0,0,0,110.5,122.127,-0.83,-0.287,3,1,55.45,34.88,1,15,0,1,8,1,4,-1094077.29,-1094112.71,0,0,-625.06,-149.27,3.26,-35.418,30.1823,14.12,0,0,0,2.17,0,0,0,105,1,picolinamide,C₆H₆N₂O,CC
Flurbiprofen,C₁₅H₁₃FO₂,244.265,2.364,2.185,2,1,37.3,74.95,3,31,1,2,16,2,3,-2176984.11,-2177008.71,0,0,-583.5,-79.43,2.29,-24.592,5.3805,4.42,0,0,0,0,0,0,0,110.5,122.191,1.586,-0.235,0,1,27.64,39.03,1,21,0,1,8,1,1,-961714.33,-961985.67,0,0,-1002.59,-430.89,8.03,-271.335,561.5321,0,0,0,0,9.52,0,0,0,0,0,(RS)-α-methylbenzylammonium,C₈H₁₂N,S
Flurbiprofen,C₁₅H₁₃FO₂,244.265,2.364,2.185,2,1,37.3,74.95,3,31,1,2,16,2,3,-2176984.11,-2177008.71,0,0,-583.5,-79.43,2.29,-24.592,5.3805,4.42,0,0,0,0,0,0,0,110.5,122.127,-1.236,-1.112,3,1,55.45,33.61,1,15,0,1,8,1,4,-1094058.47,-1094104.76,0,0,-645.49,-136.87,1.86,-46.28,51.0074,13.39,0,0,0,3.63,-1.95,0,0,128.8,1,nicotinamide,C₆H₆N₂O,CC
Flurbiprofen,C₁₅H₁₃FO₂,244.265,2.364,2.185,2,1,37.3,74.95,3,31,1,2,16,2,3,-2176984.11,-2177008.71,0,0,-583.5,-79.43,2.29,-24.592,5.3805,4.42,0,0,0,0,0,0,0,110.5,115.132,-0.185,-1.382,3,2,49.33,24.38,1,17,1,1,7,0,5,-1052531.13,-1052565.39,0,0,-552.61,7.69,1.68,-34.26,181.1516,1.94,0,0,0,11.33,0,0,0,221,1,l-proline,C₅H₉NO₂,CC
Gefitinib,C₂₂H₂₄ClFN₄O₃,446.91,1.446,-0.62,7,1,67.68,123.53,8,55,0,4,26,3,8,-4874336.02,-4874377.5,0,0,-553.43,-191.88,5.12,-41.49,0.0035,0,0,0,0,6.85,5.03,-0.94,0,0,32.042,-0.499,-0.358,1,1,20.23,8.26,0,6,0,0,1,0,2,-303607.93,-303630.29,0,0,-670.89,194.06,1.69,-22.36,413.5889,15.78,0,0,0,0,0,0,0,-97.8,0,Methanol ,CH₄O,So
Gefitinib,C₂₂H₂₄ClFN₄O₃,446.91,1.446,-0.62,7,1,67.68,123.53,8,55,0,4,26,3,8,-4874336.02,-4874377.5,0,0,-553.43,-191.88,5.12,-41.49,0.0035,0,0,0,0,6.85,5.03,-0.94,0,0,330.748,0.147,-1.089,7,3,127.1,80.31,5,32,1,2,17,2,10,-4745008.87,-4745087.46,0,0,-576.67,-188.05,4.06,-78.595,123.2828,4.25,9.83,0,0,-0.72,0,0,0,206,0,furosemide,C₁₂H₁₁ClN₂O₅S,H
Gefitinib,C₂₂H₂₄ClFN₄O₃,446.91,1.446,-0.62,7,1,67.68,123.53,8,55,0,4,26,3,8,-4874336.02,-4874377.5,0,0,-553.43,-191.88,5.12,-41.49,0.0035,0,0,0,0,6.85,5.03,-0.94,0,0,58.08,0.185,-0.244,1,0,17.07,16.19,0,10,0,0,3,0,1,-506759.75,-506773.18,0,0,-619.48,-40.26,2.83,-13.43,139.3071,0,0,0,0,0,0,0,0,-94.9,0,acetone,C₃H₆O,H
Gliclazide,C₁₅H₂₁N₃O₃S,323.417,1.717,-0.002,6,2,86.89,82.89,5,43,0,3,19,1,8,-3601143.24,-3601202.16,0,0,-528.47,-80.68,6.14,-58.916,17.1643,4.07,14.13,0,0,1.38,0,0,0,181,109.132,-1.025,-2.568,3,2,64.4,34.56,0,15,0,1,8,1,5,-941873.69,-941922.81,0,0,-520.72,7.71,3.61,-49.12,16758.1045,0,0,0,0,9.25,0,0,0,229,0,"3,4-diaminopyridine",C₅H₇N₃,S
Gliclazide,C₁₅H₂₁N₃O₃S,323.417,1.717,-0.002,6,2,86.89,82.89,5,43,0,3,19,1,8,-3601143.24,-3601202.16,0,0,-528.47,-80.68,6.14,-58.916,17.1643,4.07,14.13,0,0,1.38,0,0,0,181,94.117,-0.533,-1.478,2,1,38.38,30.94,0,13,0,1,7,1,3,-796627.74,-796672.09,0,0,-573.01,-6.97,4.05,-44.35,9317.226,0,0,0,0,8.95,0,0,0,158.5,0,4-aminopyridine,C₅H₆N₂,S
Gliclazide,C₁₅H₂₁N₃O₃S,323.417,1.717,-0.002,6,2,86.89,82.89,5,43,0,3,19,1,8,-3601143.24,-3601202.16,0,0,-528.47,-80.68,6.14,-58.916,17.1643,4.07,14.13,0,0,1.38,0,0,0,181,110.112,1.083,0.277,2,2,40.46,34.17,0,14,0,1,8,1,4,-1004066.62,-1004099.45,0,0,-529.68,6.55,2.55,-32.828,33.3935,9.34,12.79,0,0,0,0,0,0,105,1,catechol,C₆H₆O₂,CC
Gliclazide,C₁₅H₂₁N₃O₃S,323.417,1.717,-0.002,6,2,86.89,82.89,5,43,0,3,19,1,8,-3601143.24,-3601202.16,0,0,-528.47,-80.68,6.14,-58.916,17.1643,4.07,14.13,0,0,1.38,0,0,0,181,110.112,0.654,0.277,2,2,40.46,34.17,0,14,0,1,8,1,4,-1004070.09,-1004114.08,0,0,-542.92,12.79,1.37,-43.98,33.4233,9.26,10.73,0,0,0,0,0,0,109.8,1,resorcinol,C₆H₆O₂,CC
Gliclazide,C₁₅H₂₁N₃O₃S,323.417,1.717,-0.002,6,2,86.89,82.89,5,43,0,3,19,1,8,-3601143.24,-3601202.16,0,0,-528.47,-80.68,6.14,-58.916,17.1643,4.07,14.13,0,0,1.38,0,0,0,181,86.138,-0.772,-0.794,2,2,24.06,25.45,0,16,0,1,6,0,4,-702878.86,-702920.32,0,0,-534.31,196.59,0,-41.459,82104.2547,0,0,0,0,9.56,5.18,0,0,106,0,piperazine,C₄H₁₀N₂,S
Gliclazide,C₁₅H₂₁N₃O₃S,323.417,1.717,-0.002,6,2,86.89,82.89,5,43,0,3,19,1,8,-3601143.24,-3601202.16,0,0,-528.47,-80.68,6.14,-58.916,17.1643,4.07,14.13,0,0,1.38,0,0,0,181,120.155,0.977,0.731,2,2,49.87,38.43,1,17,0,1,8,1,4,-999700.11,-999746.9,0,0,-575.95,-78.53,2.98,-46.786,250.8012,0,0,0,0,11.53,0,0,0,0,0,benzamidine,C₇H₈N₂,S
Haloperidol,C₂₁H₂₃ClFNO₂,375.871,1.391,0.904,3,1,40.54,104.85,6,49,0,3,22,2,4,-4144460.8,-4144482.91,0,0,-556.59,-174.24,5.13,-22.106,0.2517,13.96,0,0,0,8.2,0,0,0,148,229.104,3.102,1.48,1,1,149.65,42.21,3,19,0,1,13,1,2,-2416396.87,-2416439.62,0,0,-781.19,-474.94,1.89,-42.755,229.104,2.34,0,0,0,0,0,0,0,121.8,0,Picric acid ,C₆H₃N₃O₇,S
Haloperidol,C₂₁H₂₃ClFNO₂,375.871,1.391,0.904,3,1,40.54,104.85,6,49,0,3,22,2,4,-4144460.8,-4144482.91,0,0,-556.59,-174.24,5.13,-22.106,0.2517,13.96,0,0,0,8.2,0,0,0,148,321.163,2.347,2.386,4,1,52.9,89.66,3,31,1,3,20,3,5,-4614155.71,-4614192.51,0,0,-588.34,-163.41,3.79,-36.8,30.5169,3.12,0,0,0,-1.81,0,0,0,207,0,lonidamine,C₁₅H₁₀Cl₂N₂O₂,H
Haloperidol,C₂₁H₂₃ClFNO₂,375.871,1.391,0.904,3,1,40.54,104.85,6,49,0,3,22,2,4,-4144460.8,-4144482.91,0,0,-556.59,-174.24,5.13,-22.106,0.2517,13.96,0,0,0,8.2,0,0,0,148,183.099,2.027,0.589,1,0,109.34,36.72,2,16,0,1,11,1,1,-1878356.39,0,0,0,-137.27,44.55,3.51,0,184.107,4.5,0,0,0,0,0,0,0,110,0,"2,4-dinitrophenolate",C₆H₃N₂O₅,H
Haloperidol,C₂₁H₂₃ClFNO₂,375.871,1.391,0.904,3,1,40.54,104.85,6,49,0,3,22,2,4,-4144460.8,-4144482.91,0,0,-556.59,-174.24,5.13,-22.106,0.2517,13.96,0,0,0,8.2,0,0,0,148,90.034,-0.688,-0.48,4,2,74.6,14.44,1,8,2,0,4,0,6,-992772.6,-992803.43,0,0,-718.06,-199.72,0.01,-30.83,21764.9932,1.36,4.11,0,0,0,0,0,0,189.5,1,oxalic acid,C₂H₂O₄,CC
Haloperidol,C₂₁H₂₃ClFNO₂,375.871,1.391,0.904,3,1,40.54,104.85,6,49,0,3,22,2,4,-4144460.8,-4144482.91,0,0,-556.59,-174.24,5.13,-22.106,0.2517,13.96,0,0,0,8.2,0,0,0,148,172.204,-0.032,0.862,3,1,62.75,45.48,1,19,1,1,10,1,4,-2349974.88,-2350039.89,0,0,-688.72,-121.07,4.94,-65.01,407.1097,-2.14,0,0,0,0,0,0,0,104.5,0,p-Toluenesulfonic acid,C₇H₈O₃S,H
Haloperidol,C₂₁H₂₃ClFNO₂,375.871,1.391,0.904,3,1,40.54,104.85,6,49,0,3,22,2,4,-4144460.8,-4144482.91,0,0,-556.59,-174.24,5.13,-22.106,0.2517,13.96,0,0,0,8.2,0,0,0,148,122.123,0.982,0.968,2,1,37.3,36.96,1,15,1,1,8,1,3,-1104129.65,-1104150.7,0,0,-672.69,-134.33,1.91,-21.05,430.5498,4.08,0,0,0,0,0,0,0,122.4,0,benzoic acid,C₇H₆O₂,S
Haloperidol,C₂₁H₂₃ClFNO₂,375.871,1.391,0.904,3,1,40.54,104.85,6,49,0,3,22,2,4,-4144460.8,-4144482.91,0,0,-556.59,-174.24,5.13,-22.106,0.2517,13.96,0,0,0,8.2,0,0,0,148,138.122,0.908,0.405,3,2,57.53,38.56,1,16,1,1,9,1,5,-1301570.04,-1301615.7,0,0,-589.03,-148.94,2.09,-45.66,1173.3617,2.79,13.23,0,0,0,0,0,0,158,1,2-hydroxybenzoic acid/ Salicyclic acid,C₇H₆O₃,CC
Haloperidol,C₂₁H₂₃ClFNO₂,375.871,1.391,0.904,3,1,40.54,104.85,6,49,0,3,22,2,4,-4144460.8,-4144482.91,0,0,-556.59,-174.24,5.13,-22.106,0.2517,13.96,0,0,0,8.2,0,0,0,148,138.122,0.268,0.405,3,2,57.53,38.56,1,16,1,1,9,1,5,-1301540.27,-1301581.8,0,0,-605.77,-107.67,1.86,-41.53,1173.3617,4.38,9.67,0,0,0,0,0,0,214.5,0,4-hydroxybenzoic acid,C₇H₆O₃,S
Haloperidol,C₂₁H₂₃ClFNO₂,375.871,1.391,0.904,3,1,40.54,104.85,6,49,0,3,22,2,4,-4144460.8,-4144482.91,0,0,-556.59,-174.24,5.13,-22.106,0.2517,13.96,0,0,0,8.2,0,0,0,148,154.121,0.616,-0.158,4,3,77.76,40.17,1,17,1,1,10,1,7,-1498949.35,-1498994.44,0,0,-571.84,-109.16,1.18,-45.09,3184.1063,4.16,9.4,12.84,0,0,0,0,0,221,0,"3,4-dihydroxybenzoic acid",C₇H₆O₄,S
Haloperidol,C₂₁H₂₃ClFNO₂,375.871,1.391,0.904,3,1,40.54,104.85,6,49,0,3,22,2,4,-4144460.8,-4144482.91,0,0,-556.59,-174.24,5.13,-22.106,0.2517,13.96,0,0,0,8.2,0,0,0,148,154.121,0.187,-0.158,4,3,77.76,40.17,1,17,1,1,10,1,7,-1498940.03,-1499000.38,0,0,-580.7,-135.61,1.61,-60.35,3184.1063,3.61,9.29,10.74,0,0,0,0,0,237,0,"3,5-dihydroxybenzoic acid",C₇H₆O₄,S
Haloperidol,C₂₁H₂₃ClFNO₂,375.871,1.391,0.904,3,1,40.54,104.85,6,49,0,3,22,2,4,-4144460.8,-4144482.91,0,0,-556.59,-174.24,5.13,-22.106,0.2517,13.96,0,0,0,8.2,0,0,0,148,96.106,-0.837,-0.439,3,1,62.75,16.62,0,9,1,0,4,0,4,-1743827.25,-1743896.38,0,0,-789.13,74.64,3.26,-69.14,92284.2175,-1.61,0,0,0,0,0,0,0,20,0,Methanesulfonic acid ,CH₄O₃S,H
Haloperidol,C₂₁H₂₃ClFNO₂,375.871,1.391,0.904,3,1,40.54,104.85,6,49,0,3,22,2,4,-4144460.8,-4144482.91,0,0,-556.59,-174.24,5.13,-22.106,0.2517,13.96,0,0,0,8.2,0,0,0,148,158.177,-0.424,0.415,3,1,62.75,41.2,1,16,1,1,9,1,4,-2246835.63,-2246901.74,0,0,-716.45,-131.39,4.43,-66.12,1265.7947,-2.36,0,0,0,0,0,0,0,65,0,benzenesulfonic acid ,C₆H₆O₃S,S
Haloperidol,C₂₁H₂₃ClFNO₂,375.871,1.391,0.904,3,1,40.54,104.85,6,49,0,3,22,2,4,-4144460.8,-4144482.91,0,0,-556.59,-174.24,5.13,-22.106,0.2517,13.96,0,0,0,8.2,0,0,0,148,134.087,-1.474,-1.062,5,3,94.83,24.88,3,15,2,0,5,0,8,-1396471.34,-1396520.39,0,0,-667.14,-72.37,3.85,-49.05,38685.1755,3.2,5.13,14.3,0,0,0,0,0,131,0,malic acid,C₄H₆O₅,S
Haloperidol,C₂₁H₂₃ClFNO₂,375.871,1.391,0.904,3,1,40.54,104.85,6,49,0,3,22,2,4,-4144460.8,-4144482.91,0,0,-556.59,-174.24,5.13,-22.106,0.2517,13.96,0,0,0,8.2,0,0,0,148,90.034,-0.688,-0.48,4,2,74.6,14.44,1,8,2,0,4,0,6,-992772.6,-992803.43,0,0,-718.06,-199.72,0.01,-30.83,21764.9932,1.36,4.11,0,0,0,0,0,0,189.5,0,oxalic acid,C₂H₂O₄,H
Haloperidol,C₂₁H₂₃ClFNO₂,375.871,1.391,0.904,3,1,40.54,104.85,6,49,0,3,22,2,4,-4144460.8,-4144482.91,0,0,-556.59,-174.24,5.13,-22.106,0.2517,13.96,0,0,0,8.2,0,0,0,148,116.072,-0.416,-0.225,4,2,74.6,24.61,2,12,2,0,5,0,6,-1195834.61,-1195878.57,0,0,-709.27,-183.76,2.16,-43.96,6642.8356,3.35,4.22,0,0,0,0,0,0,287,0,fumaric acid,C₄H₄O₄,H
Haloperidol,C₂₁H₂₃ClFNO₂,375.871,1.391,0.904,3,1,40.54,104.85,6,49,0,3,22,2,4,-4144460.8,-4144482.91,0,0,-556.59,-174.24,5.13,-22.106,0.2517,13.96,0,0,0,8.2,0,0,0,148,118.088,-0.71,-0.41,4,2,74.6,23.54,3,14,2,0,4,0,6,-1199080.67,-1199124.97,0,0,-709.42,11.99,1.45,-44.3,69013.3023,3.55,5.69,0,0,0,0,0,0,188,0,succinic acid,C₄H₆O₄,H
